iteration,method,composition,particle_size_nm,metal_loading_wt_pct,facet,calcination_temp_C,defect_density,activity,best_so_far
1369,grid_search,Cu2O-Pd,90.0,0.1,110,300.0,low,40.79,85.11
1370,grid_search,Cu2O-Pd,90.0,0.1,110,300.0,medium,49.32,85.11
1371,grid_search,Cu2O-Pd,90.0,0.1,110,300.0,high,38.58,85.11
1372,grid_search,Cu2O-Pd,90.0,0.1,110,400.0,low,44.34,85.11
1373,grid_search,Cu2O-Pd,90.0,0.1,110,400.0,medium,48.78,85.11
1374,grid_search,Cu2O-Pd,90.0,0.1,110,400.0,high,43.06,85.11
1375,grid_search,Cu2O-Pd,90.0,0.1,110,500.0,low,35.06,85.11
1376,grid_search,Cu2O-Pd,90.0,0.1,110,500.0,medium,31.74,85.11
1377,grid_search,Cu2O-Pd,90.0,0.1,110,500.0,high,30.0,85.11
1378,grid_search,Cu2O-Pd,90.0,0.1,110,600.0,low,32.21,85.11
1379,grid_search,Cu2O-Pd,90.0,0.1,110,600.0,medium,37.26,85.11
1380,grid_search,Cu2O-Pd,90.0,0.1,110,600.0,high,30.15,85.11
1381,grid_search,Cu2O-Pd,90.0,0.1,100,200.0,low,33.1,85.11
1382,grid_search,Cu2O-Pd,90.0,0.1,100,200.0,medium,37.29,85.11
1383,grid_search,Cu2O-Pd,90.0,0.1,100,200.0,high,32.0,85.11
1384,grid_search,Cu2O-Pd,90.0,0.1,100,300.0,low,36.64,85.11
1385,grid_search,Cu2O-Pd,90.0,0.1,100,300.0,medium,43.23,85.11
1386,grid_search,Cu2O-Pd,90.0,0.1,100,300.0,high,35.22,85.11
1387,grid_search,Cu2O-Pd,90.0,0.1,100,400.0,low,37.07,85.11
1388,grid_search,Cu2O-Pd,90.0,0.1,100,400.0,medium,41.38,85.11
1389,grid_search,Cu2O-Pd,90.0,0.1,100,400.0,high,37.08,85.11
1390,grid_search,Cu2O-Pd,90.0,0.1,100,500.0,low,35.83,85.11
1391,grid_search,Cu2O-Pd,90.0,0.1,100,500.0,medium,37.53,85.11
1392,grid_search,Cu2O-Pd,90.0,0.1,100,500.0,high,28.48,85.11
1393,grid_search,Cu2O-Pd,90.0,0.1,100,600.0,low,31.04,85.11
1394,grid_search,Cu2O-Pd,90.0,0.1,100,600.0,medium,25.5,85.11
1395,grid_search,Cu2O-Pd,90.0,0.1,100,600.0,high,31.32,85.11
1396,grid_search,Cu2O-Pd,90.0,1.3250000000000002,111,200.0,low,61.76,85.11
1397,grid_search,Cu2O-Pd,90.0,1.3250000000000002,111,200.0,medium,69.32,85.11
1398,grid_search,Cu2O-Pd,90.0,1.3250000000000002,111,200.0,high,59.41,85.11
1399,grid_search,Cu2O-Pd,90.0,1.3250000000000002,111,300.0,low,74.71,85.11
1400,grid_search,Cu2O-Pd,90.0,1.3250000000000002,111,300.0,medium,83.48,85.11
1401,grid_search,Cu2O-Pd,90.0,1.3250000000000002,111,300.0,high,66.83,85.11
1402,grid_search,Cu2O-Pd,90.0,1.3250000000000002,111,400.0,low,72.43,85.11
1403,grid_search,Cu2O-Pd,90.0,1.3250000000000002,111,400.0,medium,81.11,85.11
1404,grid_search,Cu2O-Pd,90.0,1.3250000000000002,111,400.0,high,71.44,85.11
1405,grid_search,Cu2O-Pd,90.0,1.3250000000000002,111,500.0,low,64.45,85.11
1406,grid_search,Cu2O-Pd,90.0,1.3250000000000002,111,500.0,medium,72.2,85.11
1407,grid_search,Cu2O-Pd,90.0,1.3250000000000002,111,500.0,high,59.77,85.11
1408,grid_search,Cu2O-Pd,90.0,1.3250000000000002,111,600.0,low,50.46,85.11
1409,grid_search,Cu2O-Pd,90.0,1.3250000000000002,111,600.0,medium,58.08,85.11
1410,grid_search,Cu2O-Pd,90.0,1.3250000000000002,111,600.0,high,50.7,85.11
1411,grid_search,Cu2O-Pd,90.0,1.3250000000000002,110,200.0,low,49.41,85.11
1412,grid_search,Cu2O-Pd,90.0,1.3250000000000002,110,200.0,medium,57.27,85.11
1413,grid_search,Cu2O-Pd,90.0,1.3250000000000002,110,200.0,high,48.54,85.11
1414,grid_search,Cu2O-Pd,90.0,1.3250000000000002,110,300.0,low,64.88,85.11
1415,grid_search,Cu2O-Pd,90.0,1.3250000000000002,110,300.0,medium,69.31,85.11
1416,grid_search,Cu2O-Pd,90.0,1.3250000000000002,110,300.0,high,59.55,85.11
1417,grid_search,Cu2O-Pd,90.0,1.3250000000000002,110,400.0,low,64.18,85.11
1418,grid_search,Cu2O-Pd,90.0,1.3250000000000002,110,400.0,medium,63.48,85.11
1419,grid_search,Cu2O-Pd,90.0,1.3250000000000002,110,400.0,high,59.38,85.11
1420,grid_search,Cu2O-Pd,90.0,1.3250000000000002,110,500.0,low,54.67,85.11
1421,grid_search,Cu2O-Pd,90.0,1.3250000000000002,110,500.0,medium,61.38,85.11
1422,grid_search,Cu2O-Pd,90.0,1.3250000000000002,110,500.0,high,51.48,85.11
1423,grid_search,Cu2O-Pd,90.0,1.3250000000000002,110,600.0,low,43.39,85.11
1424,grid_search,Cu2O-Pd,90.0,1.3250000000000002,110,600.0,medium,46.29,85.11
1425,grid_search,Cu2O-Pd,90.0,1.3250000000000002,110,600.0,high,43.88,85.11
1426,grid_search,Cu2O-Pd,90.0,1.3250000000000002,100,200.0,low,44.29,85.11
1427,grid_search,Cu2O-Pd,90.0,1.3250000000000002,100,200.0,medium,51.42,85.11
1428,grid_search,Cu2O-Pd,90.0,1.3250000000000002,100,200.0,high,42.96,85.11
1429,grid_search,Cu2O-Pd,90.0,1.3250000000000002,100,300.0,low,57.44,85.11
1430,grid_search,Cu2O-Pd,90.0,1.3250000000000002,100,300.0,medium,64.7,85.11
1431,grid_search,Cu2O-Pd,90.0,1.3250000000000002,100,300.0,high,55.22,85.11
1432,grid_search,Cu2O-Pd,90.0,1.3250000000000002,100,400.0,low,61.69,85.11
1433,grid_search,Cu2O-Pd,90.0,1.3250000000000002,100,400.0,medium,57.8,85.11
1434,grid_search,Cu2O-Pd,90.0,1.3250000000000002,100,400.0,high,48.85,85.11
1435,grid_search,Cu2O-Pd,90.0,1.3250000000000002,100,500.0,low,49.91,85.11
1436,grid_search,Cu2O-Pd,90.0,1.3250000000000002,100,500.0,medium,48.62,85.11
1437,grid_search,Cu2O-Pd,90.0,1.3250000000000002,100,500.0,high,44.18,85.11
1438,grid_search,Cu2O-Pd,90.0,1.3250000000000002,100,600.0,low,39.13,85.11
1439,grid_search,Cu2O-Pd,90.0,1.3250000000000002,100,600.0,medium,46.46,85.11
1440,grid_search,Cu2O-Pd,90.0,1.3250000000000002,100,600.0,high,41.98,85.11
1441,grid_search,Cu2O-Pd,90.0,2.5500000000000003,111,200.0,low,61.83,85.11
1442,grid_search,Cu2O-Pd,90.0,2.5500000000000003,111,200.0,medium,67.97,85.11
1443,grid_search,Cu2O-Pd,90.0,2.5500000000000003,111,200.0,high,61.36,85.11
1444,grid_search,Cu2O-Pd,90.0,2.5500000000000003,111,300.0,low,70.29,85.11
1445,grid_search,Cu2O-Pd,90.0,2.5500000000000003,111,300.0,medium,77.26,85.11
1446,grid_search,Cu2O-Pd,90.0,2.5500000000000003,111,300.0,high,72.01,85.11
1447,grid_search,Cu2O-Pd,90.0,2.5500000000000003,111,400.0,low,76.68,85.11
1448,grid_search,Cu2O-Pd,90.0,2.5500000000000003,111,400.0,medium,84.5,85.11
1449,grid_search,Cu2O-Pd,90.0,2.5500000000000003,111,400.0,high,69.49,85.11
1450,grid_search,Cu2O-Pd,90.0,2.5500000000000003,111,500.0,low,63.42,85.11
1451,grid_search,Cu2O-Pd,90.0,2.5500000000000003,111,500.0,medium,72.12,85.11
1452,grid_search,Cu2O-Pd,90.0,2.5500000000000003,111,500.0,high,60.88,85.11
1453,grid_search,Cu2O-Pd,90.0,2.5500000000000003,111,600.0,low,53.36,85.11
1454,grid_search,Cu2O-Pd,90.0,2.5500000000000003,111,600.0,medium,56.22,85.11
1455,grid_search,Cu2O-Pd,90.0,2.5500000000000003,111,600.0,high,54.06,85.11
1456,grid_search,Cu2O-Pd,90.0,2.5500000000000003,110,200.0,low,48.99,85.11
1457,grid_search,Cu2O-Pd,90.0,2.5500000000000003,110,200.0,medium,62.05,85.11
1458,grid_search,Cu2O-Pd,90.0,2.5500000000000003,110,200.0,high,52.75,85.11
1459,grid_search,Cu2O-Pd,90.0,2.5500000000000003,110,300.0,low,58.93,85.11
1460,grid_search,Cu2O-Pd,90.0,2.5500000000000003,110,300.0,medium,64.3,85.11
1461,grid_search,Cu2O-Pd,90.0,2.5500000000000003,110,300.0,high,63.31,85.11
1462,grid_search,Cu2O-Pd,90.0,2.5500000000000003,110,400.0,low,65.79,85.11
1463,grid_search,Cu2O-Pd,90.0,2.5500000000000003,110,400.0,medium,68.39,85.11
1464,grid_search,Cu2O-Pd,90.0,2.5500000000000003,110,400.0,high,64.0,85.11
1465,grid_search,Cu2O-Pd,90.0,2.5500000000000003,110,500.0,low,57.25,85.11
1466,grid_search,Cu2O-Pd,90.0,2.5500000000000003,110,500.0,medium,58.56,85.11
1467,grid_search,Cu2O-Pd,90.0,2.5500000000000003,110,500.0,high,49.98,85.11
1468,grid_search,Cu2O-Pd,90.0,2.5500000000000003,110,600.0,low,40.02,85.11
1469,grid_search,Cu2O-Pd,90.0,2.5500000000000003,110,600.0,medium,47.35,85.11
1470,grid_search,Cu2O-Pd,90.0,2.5500000000000003,110,600.0,high,43.36,85.11
1471,grid_search,Cu2O-Pd,90.0,2.5500000000000003,100,200.0,low,52.3,85.11
1472,grid_search,Cu2O-Pd,90.0,2.5500000000000003,100,200.0,medium,52.43,85.11
1473,grid_search,Cu2O-Pd,90.0,2.5500000000000003,100,200.0,high,44.18,85.11
1474,grid_search,Cu2O-Pd,90.0,2.5500000000000003,100,300.0,low,56.99,85.11
1475,grid_search,Cu2O-Pd,90.0,2.5500000000000003,100,300.0,medium,60.92,85.11
1476,grid_search,Cu2O-Pd,90.0,2.5500000000000003,100,300.0,high,55.28,85.11
1477,grid_search,Cu2O-Pd,90.0,2.5500000000000003,100,400.0,low,56.94,85.11
1478,grid_search,Cu2O-Pd,90.0,2.5500000000000003,100,400.0,medium,65.11,85.11
1479,grid_search,Cu2O-Pd,90.0,2.5500000000000003,100,400.0,high,55.73,85.11
1480,grid_search,Cu2O-Pd,90.0,2.5500000000000003,100,500.0,low,51.64,85.11
1481,grid_search,Cu2O-Pd,90.0,2.5500000000000003,100,500.0,medium,55.06,85.11
1482,grid_search,Cu2O-Pd,90.0,2.5500000000000003,100,500.0,high,49.75,85.11
1483,grid_search,Cu2O-Pd,90.0,2.5500000000000003,100,600.0,low,39.37,85.11
1484,grid_search,Cu2O-Pd,90.0,2.5500000000000003,100,600.0,medium,45.79,85.11
1485,grid_search,Cu2O-Pd,90.0,2.5500000000000003,100,600.0,high,42.83,85.11
1486,grid_search,Cu2O-Pd,90.0,3.7750000000000004,111,200.0,low,47.9,85.11
1487,grid_search,Cu2O-Pd,90.0,3.7750000000000004,111,200.0,medium,47.21,85.11
1488,grid_search,Cu2O-Pd,90.0,3.7750000000000004,111,200.0,high,44.25,85.11
1489,grid_search,Cu2O-Pd,90.0,3.7750000000000004,111,300.0,low,54.95,85.11
1490,grid_search,Cu2O-Pd,90.0,3.7750000000000004,111,300.0,medium,59.58,85.11
1491,grid_search,Cu2O-Pd,90.0,3.7750000000000004,111,300.0,high,48.92,85.11
1492,grid_search,Cu2O-Pd,90.0,3.7750000000000004,111,400.0,low,56.28,85.11
1493,grid_search,Cu2O-Pd,90.0,3.7750000000000004,111,400.0,medium,59.51,85.11
1494,grid_search,Cu2O-Pd,90.0,3.7750000000000004,111,400.0,high,52.41,85.11
1495,grid_search,Cu2O-Pd,90.0,3.7750000000000004,111,500.0,low,45.23,85.11
1496,grid_search,Cu2O-Pd,90.0,3.7750000000000004,111,500.0,medium,57.84,85.11
1497,grid_search,Cu2O-Pd,90.0,3.7750000000000004,111,500.0,high,47.98,85.11
1498,grid_search,Cu2O-Pd,90.0,3.7750000000000004,111,600.0,low,34.49,85.11
1499,grid_search,Cu2O-Pd,90.0,3.7750000000000004,111,600.0,medium,44.35,85.11
1500,grid_search,Cu2O-Pd,90.0,3.7750000000000004,111,600.0,high,30.41,85.11
1501,grid_search,Cu2O-Pd,90.0,3.7750000000000004,110,200.0,low,37.79,85.11
1502,grid_search,Cu2O-Pd,90.0,3.7750000000000004,110,200.0,medium,38.62,85.11
1503,grid_search,Cu2O-Pd,90.0,3.7750000000000004,110,200.0,high,37.43,85.11
1504,grid_search,Cu2O-Pd,90.0,3.7750000000000004,110,300.0,low,45.52,85.11
1505,grid_search,Cu2O-Pd,90.0,3.7750000000000004,110,300.0,medium,53.28,85.11
1506,grid_search,Cu2O-Pd,90.0,3.7750000000000004,110,300.0,high,46.73,85.11
1507,grid_search,Cu2O-Pd,90.0,3.7750000000000004,110,400.0,low,49.71,85.11
1508,grid_search,Cu2O-Pd,90.0,3.7750000000000004,110,400.0,medium,55.42,85.11
1509,grid_search,Cu2O-Pd,90.0,3.7750000000000004,110,400.0,high,41.59,85.11
1510,grid_search,Cu2O-Pd,90.0,3.7750000000000004,110,500.0,low,33.73,85.11
1511,grid_search,Cu2O-Pd,90.0,3.7750000000000004,110,500.0,medium,41.52,85.11
1512,grid_search,Cu2O-Pd,90.0,3.7750000000000004,110,500.0,high,43.89,85.11
1513,grid_search,Cu2O-Pd,90.0,3.7750000000000004,110,600.0,low,32.46,85.11
1514,grid_search,Cu2O-Pd,90.0,3.7750000000000004,110,600.0,medium,36.28,85.11
1515,grid_search,Cu2O-Pd,90.0,3.7750000000000004,110,600.0,high,34.79,85.11
1516,grid_search,Cu2O-Pd,90.0,3.7750000000000004,100,200.0,low,37.55,85.11
1517,grid_search,Cu2O-Pd,90.0,3.7750000000000004,100,200.0,medium,37.73,85.11
1518,grid_search,Cu2O-Pd,90.0,3.7750000000000004,100,200.0,high,36.25,85.11
1519,grid_search,Cu2O-Pd,90.0,3.7750000000000004,100,300.0,low,41.55,85.11
1520,grid_search,Cu2O-Pd,90.0,3.7750000000000004,100,300.0,medium,51.06,85.11
1521,grid_search,Cu2O-Pd,90.0,3.7750000000000004,100,300.0,high,37.19,85.11
1522,grid_search,Cu2O-Pd,90.0,3.7750000000000004,100,400.0,low,41.24,85.11
1523,grid_search,Cu2O-Pd,90.0,3.7750000000000004,100,400.0,medium,42.69,85.11
1524,grid_search,Cu2O-Pd,90.0,3.7750000000000004,100,400.0,high,35.92,85.11
1525,grid_search,Cu2O-Pd,90.0,3.7750000000000004,100,500.0,low,34.24,85.11
1526,grid_search,Cu2O-Pd,90.0,3.7750000000000004,100,500.0,medium,37.6,85.11
1527,grid_search,Cu2O-Pd,90.0,3.7750000000000004,100,500.0,high,28.41,85.11
1528,grid_search,Cu2O-Pd,90.0,3.7750000000000004,100,600.0,low,29.92,85.11
1529,grid_search,Cu2O-Pd,90.0,3.7750000000000004,100,600.0,medium,32.62,85.11
1530,grid_search,Cu2O-Pd,90.0,3.7750000000000004,100,600.0,high,27.72,85.11
1531,grid_search,Cu2O-Pd,90.0,5.0,111,200.0,low,35.16,85.11
1532,grid_search,Cu2O-Pd,90.0,5.0,111,200.0,medium,39.36,85.11
1533,grid_search,Cu2O-Pd,90.0,5.0,111,200.0,high,35.75,85.11
1534,grid_search,Cu2O-Pd,90.0,5.0,111,300.0,low,40.97,85.11
1535,grid_search,Cu2O-Pd,90.0,5.0,111,300.0,medium,43.11,85.11
1536,grid_search,Cu2O-Pd,90.0,5.0,111,300.0,high,38.48,85.11
1537,grid_search,Cu2O-Pd,90.0,5.0,111,400.0,low,38.16,85.11
1538,grid_search,Cu2O-Pd,90.0,5.0,111,400.0,medium,39.01,85.11
1539,grid_search,Cu2O-Pd,90.0,5.0,111,400.0,high,41.84,85.11
1540,grid_search,Cu2O-Pd,90.0,5.0,111,500.0,low,34.72,85.11
1541,grid_search,Cu2O-Pd,90.0,5.0,111,500.0,medium,37.62,85.11
1542,grid_search,Cu2O-Pd,90.0,5.0,111,500.0,high,36.82,85.11
1543,grid_search,Cu2O-Pd,90.0,5.0,111,600.0,low,30.54,85.11
1544,grid_search,Cu2O-Pd,90.0,5.0,111,600.0,medium,34.12,85.11
1545,grid_search,Cu2O-Pd,90.0,5.0,111,600.0,high,21.54,85.11
1546,grid_search,Cu2O-Pd,90.0,5.0,110,200.0,low,32.16,85.11
1547,grid_search,Cu2O-Pd,90.0,5.0,110,200.0,medium,33.01,85.11
1548,grid_search,Cu2O-Pd,90.0,5.0,110,200.0,high,22.01,85.11
1549,grid_search,Cu2O-Pd,90.0,5.0,110,300.0,low,31.96,85.11
1550,grid_search,Cu2O-Pd,90.0,5.0,110,300.0,medium,37.55,85.11
1551,grid_search,Cu2O-Pd,90.0,5.0,110,300.0,high,30.24,85.11
1552,grid_search,Cu2O-Pd,90.0,5.0,110,400.0,low,31.04,85.11
1553,grid_search,Cu2O-Pd,90.0,5.0,110,400.0,medium,35.79,85.11
1554,grid_search,Cu2O-Pd,90.0,5.0,110,400.0,high,27.78,85.11
1555,grid_search,Cu2O-Pd,90.0,5.0,110,500.0,low,26.71,85.11
1556,grid_search,Cu2O-Pd,90.0,5.0,110,500.0,medium,26.39,85.11
1557,grid_search,Cu2O-Pd,90.0,5.0,110,500.0,high,27.6,85.11
1558,grid_search,Cu2O-Pd,90.0,5.0,110,600.0,low,17.65,85.11
1559,grid_search,Cu2O-Pd,90.0,5.0,110,600.0,medium,30.01,85.11
1560,grid_search,Cu2O-Pd,90.0,5.0,110,600.0,high,21.22,85.11
1561,grid_search,Cu2O-Pd,90.0,5.0,100,200.0,low,27.4,85.11
1562,grid_search,Cu2O-Pd,90.0,5.0,100,200.0,medium,28.58,85.11
1563,grid_search,Cu2O-Pd,90.0,5.0,100,200.0,high,20.59,85.11
1564,grid_search,Cu2O-Pd,90.0,5.0,100,300.0,low,35.82,85.11
1565,grid_search,Cu2O-Pd,90.0,5.0,100,300.0,medium,33.06,85.11
1566,grid_search,Cu2O-Pd,90.0,5.0,100,300.0,high,30.64,85.11
1567,grid_search,Cu2O-Pd,90.0,5.0,100,400.0,low,34.42,85.11
1568,grid_search,Cu2O-Pd,90.0,5.0,100,400.0,medium,29.84,85.11
1569,grid_search,Cu2O-Pd,90.0,5.0,100,400.0,high,30.01,85.11
1570,grid_search,Cu2O-Pd,90.0,5.0,100,500.0,low,29.66,85.11
1571,grid_search,Cu2O-Pd,90.0,5.0,100,500.0,medium,30.62,85.11
1572,grid_search,Cu2O-Pd,90.0,5.0,100,500.0,high,25.6,85.11
1573,grid_search,Cu2O-Pd,90.0,5.0,100,600.0,low,22.38,85.11
1574,grid_search,Cu2O-Pd,90.0,5.0,100,600.0,medium,27.88,85.11
1575,grid_search,Cu2O-Pd,90.0,5.0,100,600.0,high,22.85,85.11
1576,grid_search,Cu2O-Pd,160.0,0.1,111,200.0,low,26.12,85.11
1577,grid_search,Cu2O-Pd,160.0,0.1,111,200.0,medium,42.12,85.11
1578,grid_search,Cu2O-Pd,160.0,0.1,111,200.0,high,38.53,85.11
1579,grid_search,Cu2O-Pd,160.0,0.1,111,300.0,low,35.51,85.11
1580,grid_search,Cu2O-Pd,160.0,0.1,111,300.0,medium,39.08,85.11
1581,grid_search,Cu2O-Pd,160.0,0.1,111,300.0,high,36.43,85.11
1582,grid_search,Cu2O-Pd,160.0,0.1,111,400.0,low,40.23,85.11
1583,grid_search,Cu2O-Pd,160.0,0.1,111,400.0,medium,34.79,85.11
1584,grid_search,Cu2O-Pd,160.0,0.1,111,400.0,high,39.85,85.11
1585,grid_search,Cu2O-Pd,160.0,0.1,111,500.0,low,34.75,85.11
1586,grid_search,Cu2O-Pd,160.0,0.1,111,500.0,medium,33.03,85.11
1587,grid_search,Cu2O-Pd,160.0,0.1,111,500.0,high,31.26,85.11
1588,grid_search,Cu2O-Pd,160.0,0.1,111,600.0,low,31.86,85.11
1589,grid_search,Cu2O-Pd,160.0,0.1,111,600.0,medium,29.36,85.11
1590,grid_search,Cu2O-Pd,160.0,0.1,111,600.0,high,29.56,85.11
1591,grid_search,Cu2O-Pd,160.0,0.1,110,200.0,low,25.02,85.11
1592,grid_search,Cu2O-Pd,160.0,0.1,110,200.0,medium,28.61,85.11
1593,grid_search,Cu2O-Pd,160.0,0.1,110,200.0,high,25.17,85.11
1594,grid_search,Cu2O-Pd,160.0,0.1,110,300.0,low,35.11,85.11
1595,grid_search,Cu2O-Pd,160.0,0.1,110,300.0,medium,34.3,85.11
1596,grid_search,Cu2O-Pd,160.0,0.1,110,300.0,high,28.74,85.11
1597,grid_search,Cu2O-Pd,160.0,0.1,110,400.0,low,35.47,85.11
1598,grid_search,Cu2O-Pd,160.0,0.1,110,400.0,medium,32.82,85.11
1599,grid_search,Cu2O-Pd,160.0,0.1,110,400.0,high,34.37,85.11
1600,grid_search,Cu2O-Pd,160.0,0.1,110,500.0,low,30.08,85.11
1601,grid_search,Cu2O-Pd,160.0,0.1,110,500.0,medium,31.13,85.11
1602,grid_search,Cu2O-Pd,160.0,0.1,110,500.0,high,26.82,85.11
1603,grid_search,Cu2O-Pd,160.0,0.1,110,600.0,low,26.19,85.11
1604,grid_search,Cu2O-Pd,160.0,0.1,110,600.0,medium,24.0,85.11
1605,grid_search,Cu2O-Pd,160.0,0.1,110,600.0,high,19.14,85.11
1606,grid_search,Cu2O-Pd,160.0,0.1,100,200.0,low,23.72,85.11
1607,grid_search,Cu2O-Pd,160.0,0.1,100,200.0,medium,29.71,85.11
1608,grid_search,Cu2O-Pd,160.0,0.1,100,200.0,high,23.12,85.11
1609,grid_search,Cu2O-Pd,160.0,0.1,100,300.0,low,30.13,85.11
1610,grid_search,Cu2O-Pd,160.0,0.1,100,300.0,medium,32.74,85.11
1611,grid_search,Cu2O-Pd,160.0,0.1,100,300.0,high,29.86,85.11
1612,grid_search,Cu2O-Pd,160.0,0.1,100,400.0,low,27.07,85.11
1613,grid_search,Cu2O-Pd,160.0,0.1,100,400.0,medium,32.78,85.11
1614,grid_search,Cu2O-Pd,160.0,0.1,100,400.0,high,27.29,85.11
1615,grid_search,Cu2O-Pd,160.0,0.1,100,500.0,low,21.76,85.11
1616,grid_search,Cu2O-Pd,160.0,0.1,100,500.0,medium,28.8,85.11
1617,grid_search,Cu2O-Pd,160.0,0.1,100,500.0,high,21.14,85.11
1618,grid_search,Cu2O-Pd,160.0,0.1,100,600.0,low,17.91,85.11
1619,grid_search,Cu2O-Pd,160.0,0.1,100,600.0,medium,25.9,85.11
1620,grid_search,Cu2O-Pd,160.0,0.1,100,600.0,high,15.97,85.11
1621,grid_search,Cu2O-Pd,160.0,1.3250000000000002,111,200.0,low,48.29,85.11
1622,grid_search,Cu2O-Pd,160.0,1.3250000000000002,111,200.0,medium,50.56,85.11
1623,grid_search,Cu2O-Pd,160.0,1.3250000000000002,111,200.0,high,46.98,85.11
1624,grid_search,Cu2O-Pd,160.0,1.3250000000000002,111,300.0,low,52.53,85.11
1625,grid_search,Cu2O-Pd,160.0,1.3250000000000002,111,300.0,medium,61.88,85.11
1626,grid_search,Cu2O-Pd,160.0,1.3250000000000002,111,300.0,high,50.6,85.11
1627,grid_search,Cu2O-Pd,160.0,1.3250000000000002,111,400.0,low,61.76,85.11
1628,grid_search,Cu2O-Pd,160.0,1.3250000000000002,111,400.0,medium,62.03,85.11
1629,grid_search,Cu2O-Pd,160.0,1.3250000000000002,111,400.0,high,52.0,85.11
1630,grid_search,Cu2O-Pd,160.0,1.3250000000000002,111,500.0,low,49.02,85.11
1631,grid_search,Cu2O-Pd,160.0,1.3250000000000002,111,500.0,medium,52.31,85.11
1632,grid_search,Cu2O-Pd,160.0,1.3250000000000002,111,500.0,high,39.91,85.11
1633,grid_search,Cu2O-Pd,160.0,1.3250000000000002,111,600.0,low,36.3,85.11
1634,grid_search,Cu2O-Pd,160.0,1.3250000000000002,111,600.0,medium,42.55,85.11
1635,grid_search,Cu2O-Pd,160.0,1.3250000000000002,111,600.0,high,37.45,85.11
1636,grid_search,Cu2O-Pd,160.0,1.3250000000000002,110,200.0,low,40.21,85.11
1637,grid_search,Cu2O-Pd,160.0,1.3250000000000002,110,200.0,medium,48.0,85.11
1638,grid_search,Cu2O-Pd,160.0,1.3250000000000002,110,200.0,high,37.19,85.11
1639,grid_search,Cu2O-Pd,160.0,1.3250000000000002,110,300.0,low,41.57,85.11
1640,grid_search,Cu2O-Pd,160.0,1.3250000000000002,110,300.0,medium,52.0,85.11
1641,grid_search,Cu2O-Pd,160.0,1.3250000000000002,110,300.0,high,37.42,85.11
1642,grid_search,Cu2O-Pd,160.0,1.3250000000000002,110,400.0,low,51.32,85.11
1643,grid_search,Cu2O-Pd,160.0,1.3250000000000002,110,400.0,medium,51.76,85.11
1644,grid_search,Cu2O-Pd,160.0,1.3250000000000002,110,400.0,high,43.35,85.11
1645,grid_search,Cu2O-Pd,160.0,1.3250000000000002,110,500.0,low,37.81,85.11
1646,grid_search,Cu2O-Pd,160.0,1.3250000000000002,110,500.0,medium,40.37,85.11
1647,grid_search,Cu2O-Pd,160.0,1.3250000000000002,110,500.0,high,36.84,85.11
1648,grid_search,Cu2O-Pd,160.0,1.3250000000000002,110,600.0,low,31.93,85.11
1649,grid_search,Cu2O-Pd,160.0,1.3250000000000002,110,600.0,medium,32.51,85.11
1650,grid_search,Cu2O-Pd,160.0,1.3250000000000002,110,600.0,high,33.12,85.11
1651,grid_search,Cu2O-Pd,160.0,1.3250000000000002,100,200.0,low,36.2,85.11
1652,grid_search,Cu2O-Pd,160.0,1.3250000000000002,100,200.0,medium,41.64,85.11
1653,grid_search,Cu2O-Pd,160.0,1.3250000000000002,100,200.0,high,31.08,85.11
1654,grid_search,Cu2O-Pd,160.0,1.3250000000000002,100,300.0,low,42.02,85.11
1655,grid_search,Cu2O-Pd,160.0,1.3250000000000002,100,300.0,medium,46.18,85.11
1656,grid_search,Cu2O-Pd,160.0,1.3250000000000002,100,300.0,high,38.6,85.11
1657,grid_search,Cu2O-Pd,160.0,1.3250000000000002,100,400.0,low,42.11,85.11
1658,grid_search,Cu2O-Pd,160.0,1.3250000000000002,100,400.0,medium,45.18,85.11
1659,grid_search,Cu2O-Pd,160.0,1.3250000000000002,100,400.0,high,35.51,85.11
1660,grid_search,Cu2O-Pd,160.0,1.3250000000000002,100,500.0,low,35.4,85.11
1661,grid_search,Cu2O-Pd,160.0,1.3250000000000002,100,500.0,medium,34.65,85.11
1662,grid_search,Cu2O-Pd,160.0,1.3250000000000002,100,500.0,high,36.12,85.11
1663,grid_search,Cu2O-Pd,160.0,1.3250000000000002,100,600.0,low,29.33,85.11
1664,grid_search,Cu2O-Pd,160.0,1.3250000000000002,100,600.0,medium,26.22,85.11
1665,grid_search,Cu2O-Pd,160.0,1.3250000000000002,100,600.0,high,24.01,85.11
1666,grid_search,Cu2O-Pd,160.0,2.5500000000000003,111,200.0,low,45.27,85.11
1667,grid_search,Cu2O-Pd,160.0,2.5500000000000003,111,200.0,medium,51.53,85.11
1668,grid_search,Cu2O-Pd,160.0,2.5500000000000003,111,200.0,high,50.47,85.11
1669,grid_search,Cu2O-Pd,160.0,2.5500000000000003,111,300.0,low,57.75,85.11
1670,grid_search,Cu2O-Pd,160.0,2.5500000000000003,111,300.0,medium,59.18,85.11
1671,grid_search,Cu2O-Pd,160.0,2.5500000000000003,111,300.0,high,52.84,85.11
1672,grid_search,Cu2O-Pd,160.0,2.5500000000000003,111,400.0,low,57.84,85.11
1673,grid_search,Cu2O-Pd,160.0,2.5500000000000003,111,400.0,medium,55.95,85.11
1674,grid_search,Cu2O-Pd,160.0,2.5500000000000003,111,400.0,high,56.78,85.11
